,sex,rating,product,review,review_date,reviewer_id,clean_text,review_month,review_length
1085,f,1,wedding,"Benim gibi düğününün her detayını en ince ayrıntısına kadar düşünen planlayan uğraşan didinen bayanlar bilirler ki bu sürecin en can alıcı noktası fotoğraf detayıdır..nişanlandığım tarihten itibaren pek çok sitede de düğün fotoğrafları incelemeye başladım dile kolay 6 ay boyunca tek işim düğün ve fotoğrafçı hazırlığıydı :) seçenek o kadar fazlaydı ki ama önemlisi içini ısıtan sıcacık doğal seni sen gibi gösteren,,kendi masalının prensesi yapan kareleri bulmaktı..pek çok foto karesi incelesem de kendimi dönüp dolaşıp burasının sayfasında buluyordum..fotoğraf kalitesi ,,sanatsal bakış,,estetik,,samimiyet..herşey vardı fotoğraf karelerinde..nihayet aradığımı bulmuştum düğünüme bir ay benim ve çevremde benimle bu sürece ortak olan herkesin evet dediği bir isimdi..hiç zaman kaybetmeden alo dedim..sesindeki o sıcaklık samimiyet ve birbirimizi hiç görmediğimiz halde uzun uzun detay konuşmadığımız halde o kadar güveniyordum ki..fotoğraf işi o an çözüme kavuştu benim için..ve günlerden 22 ağustos( bu arada çok büyük şans eseri o günü boştu bu en yoğun ayda tabi ki bunda istanbul da ki diğer çiftini başka bir güne çekerek bize ufak bir torpil yapmasına da borçluyuz :) düğün sürecinde herşeyin detayıyla o kadar ilgilenmiştim ki dış çekim detaylarını akışına bırakmıştım. saçım makyajım tacım çiçeğim herşeyim hazırdı nihayet o muhteşem atmosferindeydik herşey o kadar harikaydı ki ve o kadar rahattı ki bizi hiç sıkmadan sadece gülümsetiyorduu..bizi gülümsüyorduk o masala bürüyordu..tam istediğimde buydu işte doğallık,,samimiyet,,ben poz vermeye o çekmeye doymuyordu :)) kendimi prenses gibi hissediyordum..birbirinden güzel 300-400 adet pozun ardından ve güneşin batmasıyla çekimi bitirdik :)...ayrıldıktan sonra içimiz kafamiz rahat sadece albmlerimizi beklemeye koyulmuştuk..ve işte şimdi evimin duvarlarını süsleyen muhteşem posterlerim elimde boy boy albümlerime bakarken bu satırları yazıyorum...hayatımızda yaşayacağımız en güzel anlardan birisi belkide en önemlisi evlenmek ,,gelinlik giymek...bunu en anlamlı,,ölümsüz kılan şey ise fotoğraf..fotoğraf deyincede burası ..hayatımızın diğer en güzel ve özel anlarında yine sizinle olmak umuduyla hande hanımm.elinize emeğinize yüreğinize sağlık",2017-09-23,73978,benim dugununun detayn ince ayrntsna kadar dusunen planlayan ugrasan didinen bayanlar bilirler surecin can alc noktas detaydr nisanlandgm tarihten itibaren pek sitede dugun incelemeye basladm dile kolay ay boyunca tek isim dugun fotografc hazrlgyd secenek kadar fazlayd onemlisi icini stan scack dogal seni sen gosteren kendi masalnn prensesi yapan kareleri bulmakt pek foto karesi incelesem kendimi donup dolasp burasnn sayfasnda buluyordum kalitesi sanatsal baks estetik samimiyet hersey vard karelerinde nihayet aradgm bulmustum dugunume ay benim cevremde benimle surece ortak olan herkesin evet dedigi isimdi hic zaman kaybetmeden alo dedim sesindeki scaklk samimiyet birbirimizi hic gormedigimiz halde uzun uzun detay konusmadgmz halde kadar guveniyordum isi an cozume kavustu benim gunlerden agustos arada buyuk sans eseri gunu bostu yogun ayda tabi bunda istanbul diger ciftini baska gune cekerek bize ufak torpil yapmasna borcluyuz dugun surecinde herseyin detayyla kadar ilgilenmistim d cekim detaylarn aksna brakmstm sacm makyajm tacm cicegim herseyim hazrd nihayet muhtesem atmosferindeydik hersey kadar harikayd kadar rahatt bizi hic skmadan sadece gulumsetiyorduu bizi gulumsuyorduk masala buruyordu tam istedigimde buydu iste dogallk samimiyet ben poz vermeye cekmeye doymuyordu kendimi prenses hissediyordum birbirinden guzel adet pozun ardndan gunesin batmasyla cekimi bitirdik ayrldktan sonra icimiz kafamiz rahat sadece albmlerimizi beklemeye koyulmustuk iste simdi evimin duvarlarn susleyen muhtesem posterlerim elimde boy boy albumlerime bakarken satrlar yazyorum hayatmzda yasayacagmz guzel anlardan birisi belkide onemlisi evlenmek gelinlik giymek bunu anlaml olumsuz klan sey deyincede bura hayatmzn diger guzel ozel anlarnda yine sizinle olmak umuduyla hande hanmm elinize emeginize yureginize saglk,Sep,317
1086,f,0,service,2 adet fotoğraf tarama 10tl. Utanmaz insanlar.,2017-08-10,52805,adet tarama tl utanmaz insanlar,Aug,9
1087,f,1,service,Kaliteli bir fotografci.,2017-06-06,55932,kaliteli fotografci,Jun,4
1089,m,1,service,Çok teşekkür ederim kendisine. Çok memnun kaldım. Profesyonel bir şekilde ben beğenene kadar sabırla çekimler yaptı. Kariyerinde başarılar dilerim,2017-10-26,110066,tesekkur kendisine memnun kaldm profesyonel sekilde ben begenene kadar sabrla cekimler yapt kariyerinde basarlar dilerim,Oct,22
1091,m,1,service,Gerek hizmet gerekse müşterilere tavır açısından olabilecek en iyi yer. Tavsiye edilir.,2017-04-08,47721,gerek gerekse musterilere tavr acsndan olabilecek iyi yer tavsiye edilir,Apr,14
1092,m,1,service,Bir numara,2017-06-05,42598,numara,Jun,2
1093,f,1,service,Düğün nisan kına gibi organizasyonlarda çok tecrübeli ekibi var.,2017-09-19,76922,dugun nisan kna organizasyonlarda tecrubeli ekibi var,Sep,10
1094,m,0,service,Kalite yok.,2017-08-01,95802,kalite yok,Aug,3
1096,f,1,service,"Bugün oğlumuzun 1 yaş fotoğraf çekimi için gittik, iyi ki de yine burayı seçmişiz. Çalışanlar gayet ilgili bir şekilde yardımcı olmaya çalıştılar. 2.5 saat süren çekim ve fotoğraf seçiminden sonra gayet güzel anılarla evimize döndük. Stüdyo dış mekan ve iç mekan çekimleri için gayet ideal. Fiyatlar ise bu kalite için gerçekten uygun.",2017-05-22,77294,bugun oglumuzun yas cekimi gittik iyi yine buray secmisiz calsanlar gayet ilgili sekilde yardmc olmaya calstlar saat suren cekim seciminden sonra gayet guzel anlarla evimize donduk studyo d mekan ic mekan cekimleri gayet ideal fiyatlar kalite gercekten uygun,May,58
1102,f,1,service,"Çok hızlı. Bir saat sürmeden mail adresime banyo edilip, taranıp gönderildi fotoğraflar. Sonuç da gayet iyi.",2017-12-10,72857,hzl saat surmeden mail adresime banyo edilip taranp gonderildi sonuc gayet iyi,Dec,20
1103,f,1,facility,Ulaşım oldukça kolay. Merkezi bir yerde.,2017-10-01,86485,ulasm oldukca kolay merkezi yerde,Oct,8
1104,f,0,price,"Marka olmak güzel, önemli birşey, ama verdiğiniz hizmet için bu fiyatlar, nereye kadar sizi taşır bu millet.. basılı fotoğraf ve yıllık vb işinden vurgun yerine alternatif hizmetler, baskını evime gönder uygulaması, adrese teslim baskı, makul fiyatlar olsa nasıl olur",2017-06-14,91176,marka olmak guzel onemli birsey verdiginiz fiyatlar kadar sizi tasr millet basl yllk vb isinden vurgun yerine alternatif hizmetler baskn evime gonder uygulamas adrese teslim bask makul fiyatlar olsa nasl olur,Jun,45
1110,m,1,service,Basarili calismalara imza atmaya atmaya devam,2017-10-21,103357,basarili calismalara imza atmaya atmaya devam,Oct,6
1112,m,1,service,Düğün ve nişan fotoğraflarını çok güzel çekiyorlar.,2017-09-11,120856,dugun nisan fotograflarn guzel cekiyorlar,Sep,8
1113,f,1,service,Gayet başarılı ve çok profesyonel kaliteli bir fotoğrafçı olduğunu dusunuyorum...,2017-04-14,58651,gayet basarl profesyonel kaliteli fotografc oldugunu dusunuyorum,Apr,11
1117,f,1,service,Çok memnun kaldım. Ulaşımı kolay ve her şeyi ile mükemmel.,2017-11-21,112162,memnun kaldm ulasm kolay seyi mukemmel,Nov,12
1123,f,1,service,Şans eseri keşfettiğim dükkan. Stoklarında temiz ikinci el Polaroid makineler bulunuyor. The Impossible Project markasının ürettiği filmler de ellerinde mevcut. Güvenilir mağaza.,2017-06-16,88024,sans eseri kesfettigim dukkan stoklarnda temiz ikinci el polaroid makineler bulunuyor the impossible project markasnn urettigi filmler ellerinde mevcut guvenilir magaza,Jun,26
1128,m,0,service,ehliyet ve nüfus cüzdanı yenilemelerinde kullanmak üzere istenilen biyometrik fotoğraf için fotoğrafçı dükkanına gittim normal vesikalık fotoğrafın 12 tanesi 15-20 tl iken arkadaşlar zaman bu zaman deyip 25 tl çıkartmışlar bu da benim için problem değil tabi asıl problem fotoğrafı çektikten sonra parayı peşin alıp 20 dk sonra gelin dedi tamam dedim bu kış şartlarında oraya gittiğimde burnum kırmızı şapkadan dolayı alnımda bir şapka izi olduğunu bildiğim halde düzeltmeler yapılır diye her firmanın yaptığı gibi onun da yapacağını düşündüm ama yarım saat sonra hazırda bulduğum fotoğraf normal telefondan çekilen fotoğraftan daha kalitesiz ve bahsettiğim gibiydi bu mu dedim fotoğrafçılık yoğunuz bu kadar dedi ve yine oradan fotoğraf çektiren kabarık saçlı bir bayanın fotoğrafının kabul edilmediğini de gördüm işletmecilik buysa ben bir işletmeci olarak böyle daha çok insan keklerler diyorum.,2017-03-06,77241,ehliyet nufus cuzdan yenilemelerinde kullanmak uzere istenilen biyometrik fotografc dukkanna gittim normal vesikalk fotografn tanesi tl iken arkadaslar zaman zaman deyip tl ckartmslar benim problem degil tabi asl problem cektikten sonra paray pesin alp dk sonra gelin dedi tamam dedim k sartlarnda oraya gittigimde burnum krmz sapkadan dolay alnmda sapka izi oldugunu bildigim halde duzeltmeler yaplr firmann yaptg onun yapacagn dusundum yarm saat sonra hazrda buldugum normal telefondan cekilen fotograftan kalitesiz bahsettigim gibiydi dedim fotografclk yogunuz kadar dedi yine oradan cektiren kabark sacl bayann fotografnn kabul edilmedigini gordum isletmecilik buysa ben isletmeci olarak boyle insan keklerler diyorum,Mar,130
1130,m,1,service,Çok hızlı birşekilde hizmet aldım,2017-09-21,48349,hzl birsekilde aldm,Sep,5
1133,f,1,service,Hatıralarınızı Albüme dönüştürün mutlaka uğrayın derim 🎥🔎,2017-09-21,120614,hatralarnz albume donusturun mutlaka ugrayn derim,Sep,7
1134,m,0,service,Değmeyen hizmete değmeyen bir fiyat isteniyor,2017-08-04,104266,degmeyen hizmete degmeyen fiyat isteniyor,Aug,6
1135,m,0,service,2. Kızımın albümünden hiç memnun kalmadım siyah beyaz çalışılmış bi kaç resim var malesef tam bir fiyasko hiç mi görmediniz bir albüme bu yapılır mı yazık !!,2017-07-15,27595,kzmn albumunden hic memnun kalmadm siyah beyaz calslms bi kac resim var malesef tam fiyasko hic mi gormediniz albume yaplr m yazk,Jul,29
1137,f,1,service,İşlerini severek yapıyorlar.,2017-09-05,111504,islerini severek yapyorlar,Sep,4
1143,m,0,service,Fiyat farkının hakkını verecek kalitede hizmet alamadım maalesef:(.,2017-06-28,115979,fiyat farknn hakkn verecek kalitede alamadm maalesef,Jun,11
1144,f,0,service,Yeni gelen eleman biraz soğuk duruyor,2017-02-18,95907,yeni gelen eleman biraz soguk duruyor,Feb,6
1146,f,1,service,"Filmlerinizi yıkatmak için bir yer arıyorsanız, işte orası burası. Yıkatma ve film fiyatları çok uykun, dükkandaki abilerim çok cana yakın. Her şeyi çabucak yapıyorlar. Tavsiye ederim. ",2017-12-07,44720,filmlerinizi ykatmak yer aryorsanz iste oras bura ykatma film fiyatlar uykun dukkandaki abilerim cana yakn seyi cabucak yapyorlar tavsiye,Dec,32
1148,f,1,service,Sanat icra ediyor adam be,2017-03-13,51033,sanat icra ediyor adam be,Mar,5
1151,f,1,wedding,Çok nazik ve işini bilen bir fotoğrafçı,2017-02-19,85101,nazik isini bilen fotografc,Feb,7
1153,f,0,service,Somurttu somurttu somurttu ve vesikalıklarımızı aldık gidiyoruz.,2017-08-09,46128,somurttu somurttu somurttu vesikalklarmz aldk gidiyoruz,Aug,8
1155,f,1,service,Süper bir şey,2017-03-19,23252,super sey,Mar,3
1159,m,0,service,"Kotu hizmet, suratsiz calisanlar, fotoğraf çekilirken azarlanmayi sevenler için",2017-08-15,30502,kotu suratsiz calisanlar cekilirken azarlanmayi sevenler,Aug,11
1161,f,1,service,"Personelin anlayış ve yardımsever yaklaşımından çok etkilendim, sanki fotoğraf çektirmek için değilde çok pahalı bir araç yada kolye alacakmışım gibi hissettim, ",2017-09-26,114246,personelin anlays yardmsever yaklasmndan etkilendim cektirmek degilde pahal arac yada kolye alacakmsm hissettim,Sep,23
1164,f,1,service,"Söz verdikleri saatte geldiler, söyledikleri saatte gittiler, saat gibiler, süper hizmet",2017-02-08,90149,soz verdikleri saatte geldiler soyledikleri saatte gittiler saat gibiler super,Feb,14
1165,f,1,service,O kadar fotoğraf verdim hepsiyle tek tek uğraşıp düzenlemişler sağolsunlar,2017-05-22,65910,kadar verdim hepsiyle tek tek ugrasp duzenlemisler sagolsunlar,May,10
1166,m,1,service,Şip şak,2017-12-26,106485,sip sak,Dec,2
1168,m,1,passport,"Ara ara vesikalık fotoğraf çektirmek için uğruyorum, çarşıda yeri, hızlıca teslim ediyorlar fotoğrafı,",2017-09-08,120321,ara ara vesikalk cektirmek ugruyorum carsda yeri hzlca teslim ediyorlar,Sep,16
1175,f,1,service,"Analog fotoğrafcılar için hala çok iyi servis veriyor, fiyatlar makul ,kalite yüksek ",2017-12-18,116151,analog fotografclar hala iyi servis veriyor fiyatlar makul kalite yuksek,Dec,14
1176,f,1,service,Tecrübe ustaların ustası. Çok iyi bir fotoğraf sanatçısı,2017-06-20,88629,tecrube ustalarn ustas iyi sanatcs,Jun,9
1180,m,1,service,Resimler kaliteli ama ortamı biraz daha iyi olabilir,2017-06-18,118310,resimler kaliteli ortam biraz iyi olabilir,Jun,8
1181,m,1,service,"Çok anlattılar, ben de gittim doğruymuş, çok kalite bir yer",2017-02-02,24893,anlattlar ben gittim dogruymus kalite yer,Feb,12
1182,f,1,price,Film yıkatmak için öğrenci dostu mekan. Renkli banyo tarama işlemlerinizi 10tl ye halledebiliyorsunuz. Film stokları çok çeşitli.,2017-01-09,44720,film ykatmak ogrenci dostu mekan renkli banyo tarama islemlerinizi tl ye halledebiliyorsunuz film stoklar cesitli,Jan,20
1183,f,1,service,Kaliteli bir işletme,2017-07-13,111545,kaliteli isletme,Jul,3
1184,m,1,service,"Ben buraya her gün uğruyorum, çok hoş sohbet insanlar, işlerini de çok iyi yapıyorlar",2017-03-06,95549,ben buraya gun ugruyorum ho sohbet insanlar islerini iyi yapyorlar,Mar,16
1187,f,1,wedding,Düğünden sonra fotoğraflarımızı elimize aldığımızda sonuç harikaydı! iyi ki sizinle çalışmışız diyorum :),2017-10-03,122928,dugunden sonra fotograflarmz elimize aldgmzda sonuc harikayd iyi sizinle calsmsz diyorum,Oct,15
1190,f,1,service,elinize emeğinize sağlık çok memnun kaldım,2017-05-02,84786,elinize emeginize saglk memnun kaldm,May,6
1194,m,1,facility,Geçmişten günümüze sergi yapmışlar çok hoş olmuş,2017-02-25,103671,gecmisten gunumuze sergi yapmslar ho olmus,Feb,7
1196,f,1,studio,"Mükemmel çekim başarısı, studyo dan daha çok bir aile ortamı başarılarının devamını diliyorum.",2017-04-23,119818,mukemmel cekim basars studyo dan aile ortam basarlarnn devamn diliyorum,Apr,15
1198,f,1,service,İlgi alaka çok iyi sunulan hizmet de çok kaliteli,2017-04-25,69064,ilgi alaka iyi sunulan kaliteli,Apr,9
1200,m,1,service,Studyonun yeni hali harika olmus. ,2017-10-21,103357,studyonun yeni hali harika olmus,Oct,6
1205,m,1,service,Emeğinize sağlık fotoğraflar mükemmel ilginiz için de ayrıca teşekkür ederim 😊,2017-07-22,93675,emeginize saglk mukemmel ilginiz ayrca tesekkur,Jul,11
1207,m,0,service,Gereksiz şişirme fotoğrafçı elini ver kolunu kaptır,2017-05-31,48478,gereksiz sisirme fotografc elini ver kolunu kaptr,May,7
1210,f,1,service,"bir arkadaşımın tavsiyesi ile web siteleri üzerinden kendilerine ulaştım. Konya'da olmama rağmen, gayet güzel ve uygun fiyatlarla bütün fotoğraflarımı basıp, adresime gönderdiler.",2017-06-04,122051,arkadasmn tavsiyesi web siteleri uzerinden kendilerine ulastm konyada olmama ragmen gayet guzel uygun fiyatlarla butun fotograflarm basp adresime gonderdiler,Jun,26
1211,m,1,studio,Stüdyo çekimlerini çok beğeniyorum,2017-02-10,57802,studyo cekimlerini begeniyorum,Feb,4
1217,f,1,engagement,"Nişan fotoğrafı çektirdik, çok memnun kaldık.",2017-01-19,98423,nisan cektirdik memnun kaldk,Jan,8
1220,m,1,service,Cv için fotoğraf çekiştirmiştim gayet başarılı.,2017-08-19,120197,cv cekistirmistim gayet basarl,Aug,7
1223,f,1,service,Tecrübe ve kaliteli hizmet,2017-05-31,78443,tecrube kaliteli,May,4
1225,f,1,service,"Güler yüzlü , kaliteli ve sorunsuz çekim için doğru adres",2017-10-22,44180,guler yuzlu kaliteli sorunsuz cekim dogru adres,Oct,10
1226,m,0,facility,Adres ve harita ustundeki nokta yanlis.,2017-10-14,105911,adres harita ustundeki nokta yanlis,Oct,7
1229,f,1,service,"İki mezuniyet geçirdik biri orta okul biri lise. Eksikleri olabilir, ama hakkını vereyim : Her zaman güler yüzlü, her zaman yardımcı olamasalar bile gayretli ve olumlu insanlar çalışıyor. Hizmet iyi ama güler yüz karşısındaki ile iletişim kurma çabası daha önemli.",2017-06-26,80419,iki mezuniyet gecirdik orta okul lise eksikleri olabilir hakkn vereyim zaman guler yuzlu zaman yardmc olamasalar bile gayretli olumlu insanlar calsyor iyi guler yuz karssndaki iletisim kurma cabas onemli,Jun,45
1230,f,1,service,Çok hızlı ve çok kaliteli baskı.,2017-09-19,71925,hzl kaliteli bask,Sep,7
1234,m,0,service,"Dijital dünyaya direnen bir işletme. Pasaport için ihtiyacım olan dijital fotoğrafa önce sadece baskı olarak veriyoruz deyip, bana mail atılması konusunda ısrar edince de minicik bir şekilde gönderen fotoğraf stüdyosu.",2017-08-10,52063,dijital dunyaya direnen isletme pasaport ihtiyacm olan dijital fotografa once sadece bask olarak veriyoruz deyip bana mail atlmas konusunda srar edince minicik sekilde gonderen studyosu,Aug,33
1237,m,1,art,İş bilenin kılıç kusananin.Cekimleri çok güzel,2017-12-25,96005,is bilenin klc kusananin cekimleri guzel,Dec,6
1238,f,1,passport,ellerine sağlık abicim işinin hakkını veren tek kişisin,2017-03-24,122840,ellerine saglk abicim isinin hakkn veren tek kisisin,Mar,8
1239,f,1,service,Harika bir fotoğrafçı mükemmel işler çıkarıyorlar,2017-04-05,107715,harika fotografc mukemmel isler ckaryorlar,Apr,6
1242,f,0,price,"Park yeri sorunu mevcut, rakamlar cok ekonomik degil",2017-08-07,114032,park yeri sorunu mevcut rakamlar ekonomik degil,Aug,9
1243,f,1,service,Tavsiye ederim.,2017-12-28,108064,tavsiye,Dec,3
1248,f,1,service,Bence olması gerektiği gibi olan ve alışveriş yapmasanız da size her türlü bilgiyi saklamadan anlatan bir esnaf. Aradığım malzeme ilçemde olmasına rağmen gidip bu arkadaştan alışveriş yapma gereği duydum.,2017-07-11,76505,bence olmas gerektigi olan alsveris yapmasanz size turlu bilgiyi saklamadan anlatan esnaf aradgm malzeme ilcemde olmasna ragmen gidip arkadastan alsveris yapma geregi duydum,Jul,31
1249,m,1,service,Sıcakkanlı,2017-03-31,98759,scakkanl,Mar,1
1254,f,1,service,Doğumda verdıgınız destek ve muhteşem fotoğraflar ıcın sonsuz teşekkürler ❤️🙏☺️,2017-07-14,81353,dogumda verdgnz destek muhtesem cn sonsuz tesekkurler,Jul,10
