,sex,rating,product,review,review_date,reviewer_id,clean_text
924,f,5.0,engagement,nişan davetimizi için birlikte çalışmaya karar verdik. müthiş derecede pozitif ve sizinde enerjinizi yukarı çekecek kadar severek yapıyor işini emek veriyor ve karşılığını fazlasıyla alıyorsunuz. Gayet Profesyonel..ayrıca yürekten samimiyeti sizi şımartıyor. Kesinlikle tavsiye ederim.,2017-10-28,85438,nisan davetimizi icin birlikte calsmaya karar verdik muthis derecede pozitif sizinde enerjinizi yukar cekecek kadar severek yapyor isini emek veriyor karslgn fazlasyla alyorsunuz gayet profesyonel ayrca yurekten samimiyeti sizi smartyor kesinlikle tavsiye ederim
926,f,5.0,wedding,"Düğünüm için Kıbrıs'a gelip sabah sabah yanımda beliren o fotografçı işte! Hayatımın en güzel ve en özel gününün her anını, her detayını ölümsüz kılan güzel insan.. Ne yapsam hakkını ödeyemem. ",2017-10-01,122928,dugunum icin kbrs a gelip sabah sabah yanmda beliren fotografc iste hayatmn guzel ozel gununun ann detayn olumsuz klan guzel insan yapsam hakkn odeyemem
928,m,5.0,service,Böyle başarılı fotoğrafçı olduktan sonra sırtınız yere gelmez.,2017-04-17,31258,boyle basarl fotografc olduktan sonra srtnz yere gelmez
929,m,3.0,service,Tek bir okul mezuniyet fotosu beğendik. 3 gün sonra alabilirsiniz dediler. Foto başına da oldukça 35 tl pahalı,2017-11-11,80477,tek bir okul mezuniyet fotosu begendik gun sonra alabilirsiniz dediler foto basna oldukca tl pahal
934,m,5.0,service,"Hizmetinden memnun kaldığım acele işimi anında yapan bir yer,herkese tavsiye ederim.",2017-04-06,96898,hizmetinden memnun kaldgm acele isimi annda yapan bir yer herkese tavsiye ederim
935,f,5.0,engagement,"Gecen ay benimde arkadaşımın kına fotoğraflarını da burası yapti , gerçekten çok memnun kaldı arkadasim benimde kinamda ilk tercihim burası olucaktirr.",2017-05-12,121517,gecen ay benimde arkadasmn kna fotograflarn bura yapti gercekten cok memnun kald arkadasim benimde kinamda ilk tercihim bura olucaktirr
938,f,5.0,service,Ürün çekimi yaptırdık .Hizmet ve fiyat konusunda memnun kaldık  teşekkür ederiz.,2017-11-15,86028,urun cekimi yaptrdk hizmet fiyat konusunda memnun kaldk tesekkur ederiz
942,f,5.0,service,Hizli ve uygun fiyatlar,2017-08-06,80672,hizli uygun fiyatlar
944,m,5.0,service,Tecrübeli ve güleryüzlü çalışanları var ve çektikleri fotoğrafları gerçeğinden daha güzel👏,2017-09-09,42433,tecrubeli guleryuzlu calsanlar var cektikleri fotograflar gerceginden guzel
946,f,5.0,service,Çocukluğunu benden iyi biliyor arşiv tutuyorsa kesin vardır 😊😊,2017-12-21,115170,cocuklugunu benden iyi biliyor arsiv tutuyorsa kesin vardr
950,m,5.0,service,Çok kaliteli ve orjinal çekimlerin adresi... Hızlı ve güvenilir,2017-06-06,52370,cok kaliteli orjinal cekimlerin adresi hzl guvenilir
951,f,5.0,passport,Vize fotograflarimizin degismesi fotografcisi hizli ve uygun fiyatli,2017-12-30,91483,vize fotograflarimizin degismesi fotografcisi hizli uygun fiyatli
963,m,4.0,service,pahalı - 6 biyometrik vesikalik 30 tl fakat kaliteli,2017-07-23,120783,pahal biyometrik vesikalik tl fakat kaliteli
965,f,5.0,studio,"Makyaj malzemesi de koymuşlar hazırlık için, her şeyi düşünmüşler",2017-02-23,84957,makyaj malzemesi koymuslar hazrlk icin seyi dusunmusler
968,f,5.0,wedding,Baktım da gerçekten işinizi severek yapıyorsunuz bu yüzden bende eş ve dosta sizi önerdim yarınki olacak kuzenimin sünnet düğününe siz tekrar çağırmak istedik..,2017-05-10,86033,baktm gercekten isinizi severek yapyorsunuz yuzden bende e dosta sizi onerdim yarnki olacak kuzenimin sunnet dugunune tekrar cagrmak istedik
969,f,1.0,service,1 adet 50x70 - foto 65 tl photoshop çalışması isterseniz ekstra 15 tl ödemeniz gerekli.Müşteriyle birebir ilgileniyor. Fiyatların yüksek olmasını kira giderlerine bağlıyorum. Teşekkürler.,2017-07-04,52973,adet x foto tl photoshop calsmas isterseniz ekstra tl odemeniz gerekli musteriyle birebir ilgileniyor fiyatlarn yuksek olmasn kira giderlerine baglyorum tesekkurler
970,f,3.0,service,Sevmedim resim işini fabrika üretimi yapıyorlar,2017-09-06,30705,sevmedim resim isini fabrika uretimi yapyorlar
971,m,1.0,service,TAVSIYE ETMİYORUM.,2017-07-03,100008,tavsiye etmiyorum
972,m,5.0,art,"Burayı çok tutuyorum, sanatçı adamlar",2017-02-15,91240,buray cok tutuyorum sanatc adamlar
973,m,5.0,service,"çekimler çok iyiydi, Emeğinize sağlık Teşekkürler :)",2017-09-01,105657,cekimler cok iyiydi emeginize saglk tesekkurler
975,m,5.0,service,uygun kaliteli güler yüzlü üçü bir arada,2017-04-17,32433,uygun kaliteli guler yuzlu ucu bir arada
978,m,5.0,wedding,Düğün Fotoğraflarımızın dış mekan çekimlerini yaptılar ilgi alaka ve fotoğraflar için ekibe teşekkür ederim,2017-04-15,103524,dugun fotograflarmzn d mekan cekimlerini yaptlar ilgi alaka fotograflar icin ekibe tesekkur ederim
981,f,1.0,service,"Çırak varmış da bilememiş, bana ne kardeşim, koyma o zaman oraya, kendin bekle dükkanı.",2017-01-13,79420,crak varms bilememis bana kardesim koyma zaman oraya kendin bekle dukkan
983,f,1.0,service,"Düğün fotoğraflarımızın hepsinde fotoğraflar yakınlaştırıldığında yüzler bulanık..sanırım gelin ve damattan daha önemli objeler vardı etrafta ki onlara odaklanılmış..Yakınlaştırma yapılmadığında dahi fotoğraf kalitesinin düşük olduğu anlaşılabiliyor. Bunun çekim esnasındaki birçok faktörle ilgisi olabilir (ışık, açı, vb.) ancak elinde bu kadar profesyonel bir makine ile bu kadar kötü iş çıkartılması bir fotoğrafçıyı düşündürmeli. Bunun savunması olarak fotoğrafların çok kısa bir sürede çekilmek zorunda kalındığı gelecektir, kesinlikle kalitesiz iş yapmanın bir bahanesi olarak bunu kabul etmiyorum. Hizmet sektöründe çalışan biri olarak müşteri memnuniyetini sağlama yollarına gayet hakim olduğum ve fotoğrafları çekilen damadın kendisinin de fotoğrafçı olması ve duruma hakim olması sebepleriyle, verilen hizmetten hiç memnun kalmadığımızı üzülerek belirtmek isterim.",2017-03-27,105244,dugun fotograflarmzn hepsinde fotograflar yaknlastrldgnda yuzler bulank sanrm gelin damattan onemli objeler vard etrafta onlara odaklanlms yaknlastrma yaplmadgnda dahi fotograf kalitesinin dusuk oldugu anlaslabiliyor bunun cekim esnasndaki bircok faktorle ilgisi olabilir sk ac vb ancak elinde kadar profesyonel bir makine kadar kotu is ckartlmas bir fotografcy dusundurmeli bunun savunmas olarak fotograflarn cok ksa bir surede cekilmek zorunda kalndg gelecektir kesinlikle kalitesiz is yapmann bir bahanesi olarak bunu kabul etmiyorum hizmet sektorunde calsan olarak musteri memnuniyetini saglama yollarna gayet hakim oldugum fotograflar cekilen damadn kendisinin fotografc olmas duruma hakim olmas sebepleriyle verilen hizmetten hic memnun kalmadgmz uzulerek belirtmek isterim
986,f,2.0,service,Biraz daha güler yüz,2017-01-22,117606,biraz guler yuz
989,f,5.0,service,Güler yüzlü ve profosyonel yaklaşımı olan bir firma..,2017-11-27,119868,guler yuzlu profosyonel yaklasm olan bir firma
994,m,5.0,service,Büyük USTA,2017-07-25,57718,buyuk usta
996,f,5.0,service,Müşterilere karşı çok nazikler,2017-03-12,101256,musterilere kars cok nazikler
997,m,5.0,service,Yılların tecrübesi işinin ehli güler yüzlü hizmet,2017-06-22,115274,yllarn tecrubesi isinin ehli guler yuzlu hizmet
998,m,5.0,service,Güleryüzlü hızlı hizmetin tek adresi,2017-01-03,122782,guleryuzlu hzl hizmetin tek adresi
1004,m,5.0,service,"Mükemmel iş, Esnaf insanlar",2017-03-18,103129,mukemmel is esnaf insanlar
1007,f,5.0,outdoors,"Doğum günü için eve çağırdık, hiç görmediğimiz kompozisyonlar yaptılar, herkese tavsiye ederim",2017-01-30,101715,dogum gunu icin eve cagrdk hic gormedigimiz kompozisyonlar yaptlar herkese tavsiye ederim
1008,f,5.0,engagement,"Profesyonelliği ve içtenliğiyle en önemli günümüzde bizim yanımızda oldukları için çok teşekkür ediyorum,nişan törenimin fotoğraf çekimi harikaydı :) Gönül rahatlığıyla tavsiye ediyorum...",2017-05-06,110260,profesyonelligi ictenligiyle onemli gunumuzde bizim yanmzda olduklar icin cok tesekkur ediyorum nisan torenimin fotograf cekimi harikayd gonul rahatlgyla tavsiye ediyorum
1010,m,5.0,service,Guler yuzlu personeli ile sunduklari fotograf lar ile tesekurler fiyatlar uygun,2017-12-22,66521,guler yuzlu personeli sunduklari fotograf lar tesekurler fiyatlar uygun
1011,f,1.0,wedding,Dış çekim için gittiğimiz yer çamurluydu gelinliğim kirlendi,2017-03-10,47223,d cekim icin gittigimiz yer camurluydu gelinligim kirlendi
1012,m,1.0,service,Mezuniyet fotoğrafı çekimi için okul ile gittik . İlk fotoğraf için 35 tl ödüyorsunuz ve sonraki her 1 fotoğraf 30 tl . Çekimler bence güzel değildi okul diye acele çekip gönderiyorlar. Gereksiz pahalı,2017-05-21,70229,mezuniyet fotograf cekimi icin okul gittik ilk fotograf icin tl oduyorsunuz sonraki fotograf tl cekimler bence guzel degildi okul acele cekip gonderiyorlar gereksiz pahal
1013,f,5.0,service,Bir çok fotoğrafcı gezdim bukadar ilgili işini ciddiye alan profesyonel çalışan görmedim helal olsun size aldığınız her kuruşun hakkını veriyorsunuz...,2017-04-07,52987,bir cok fotografc gezdim bukadar ilgili isini ciddiye alan profesyonel calsan gormedim helal olsun size aldgnz kurusun hakkn veriyorsunuz
1015,f,5.0,service,#photograph konusunda uzman kuruluş,2017-05-20,24630,photograph konusunda uzman kurulus
1022,m,5.0,service,Kardeşim benim,2017-12-30,81789,kardesim benim
1026,f,5.0,service,Başarılarının devamını dilerim...,2017-05-08,24382,basarlarnn devamn dilerim
1030,m,5.0,facility,Guzel mekan,2017-09-08,84643,guzel mekan
1031,m,5.0,service,herşey çok mükemmel tavsiye ederim pişman olmazsınız,2017-03-25,116691,hersey cok mukemmel tavsiye ederim pisman olmazsnz
1037,m,1.0,passport,"Gözümün içine ışık vermeniz şart mı, ben ışığa bakamıyorum",2017-02-23,48252,gozumun icine sk vermeniz sart m ben sga bakamyorum
1038,m,5.0,service,İşinin ehli bir sanatçı .İşini hakkıyla yapıyor sonsuz teşekkürler ..Çekimlerde çok eğlendik herkese tavsiye ediyoruz .,2017-10-25,110066,isinin ehli bir sanatc isini hakkyla yapyor sonsuz tesekkurler cekimlerde cok eglendik herkese tavsiye ediyoruz
1040,f,5.0,service,Hizmet 10 numara,2017-06-24,103782,hizmet numara
1045,m,5.0,service,'-amaaan fotoğraflarda nasıl cıkacagım?'' sorusunu aklınızın ucundan gecirtmeyen profesyonel bir fotoğrafçıdır...,2017-09-24,102373,amaaan fotograflarda nasl ckacagm sorusunu aklnzn ucundan gecirtmeyen profesyonel bir fotografcdr
1046,f,5.0,service,Baskılar oldukça kaliteli ve en önemlisi sabırlı guleryuzlu hizmet,2017-06-24,38411,basklar oldukca kaliteli onemlisi sabrl guleryuzlu hizmet
1048,f,5.0,service,"Hizmette sınır yok, tebrikler",2017-03-02,27960,hizmette snr yok tebrikler
1049,m,5.0,service,Fotoğraf buranın işi poz vermekte sizin işiniz,2017-08-03,82744,fotograf burann isi poz vermekte sizin isiniz
1051,m,1.0,price,Çok pahalı asla yardımcı olmuyorlar özel okullarla anlaşma yapılmış onlarada belirlenen yüksek fiyatlardan fotoğraf çekiliyor,2017-01-02,91048,cok pahal asla yardmc olmuyorlar ozel okullarla anlasma yaplms onlarada belirlenen yuksek fiyatlardan fotograf cekiliyor
1052,m,5.0,service,Güzel insan,2017-02-28,100211,guzel insan
1054,f,2.0,facility,Bekleme salonu biraz küçük gibi,2017-02-13,59705,bekleme salonu biraz kucuk
1056,m,5.0,studio,Guzel bir studyo..çekimlerini begendim.,2017-11-10,52814,guzel bir studyo cekimlerini begendim
1057,m,5.0,service,"Harika fotoğraflar istiyorsanız doğru yerdesiniz, fiyatlarda süper.",2017-12-20,47577,harika fotograflar istiyorsanz dogru yerdesiniz fiyatlarda super
1058,f,1.0,service,"Fiyat levhası güncel değildi, yakışmıyor",2017-02-24,35265,fiyat levhas guncel degildi yaksmyor
1059,m,1.0,service,Onların yaptığı Photoshop düzeltmelerini artık herkes yapıyor.,2017-09-12,58646,onlarn yaptg photoshop duzeltmelerini artk herkes yapyor
1067,m,1.0,wedding,"Düğün fotoğraflarımı kaybettiler, en güzel anılarımı yitirdim",2017-02-18,50043,dugun fotograflarm kaybettiler guzel anlarm yitirdim
1069,f,5.0,service,bölgesinde biometrik fotograf konusunda tek kelimeyle en basarili işyeri tebrikler .herkese tavsiye ederim.,2017-08-21,78382,bolgesinde biometrik fotograf konusunda tek kelimeyle basarili isyeri tebrikler herkese tavsiye ederim
1070,f,1.0,service,Fazla paragöz bir müessese,2017-05-31,68230,fazla paragoz bir muessese
1071,m,5.0,service,Fotoğraf basmak için gidilecek tek yer İstanbulda. Hem hızlı hem kaliteli hem de uygun fiyata çalışıyorlar.,2017-12-12,101127,fotograf basmak icin gidilecek tek yer istanbulda hzl kaliteli uygun fiyata calsyorlar
1080,m,2.0,price,Fahiş fiyattan başka bir özellikleri yok. Çekim işini yapanlara lafım yok. Onlarınki hep emek. Ama geri kalan herşey teknoloji.,2017-08-16,89936,fahis fiyattan baska bir ozellikleri yok cekim isini yapanlara lafm yok onlarnki emek geri kalan hersey teknoloji
1081,f,5.0,facility,Şirin bir mekan,2017-07-31,31494,sirin bir mekan
1082,f,5.0,service,Yıllardan beri buralarda bulunan en iyi fotoğraf'çı,2017-10-31,91734,yllardan beri buralarda bulunan iyi fotograf c
1084,m,1.0,service,Fotoğraflara aldanıpta sakın ola gitmeyin mahalle arasında bir fotoğrafçı bulun bin kat daha iyi.,2017-11-13,26082,fotograflara aldanpta sakn ola gitmeyin mahalle arasnda bir fotografc bulun bin kat iyi
1085,f,5.0,wedding,"Benim gibi düğününün her detayını en ince ayrıntısına kadar düşünen planlayan uğraşan didinen bayanlar bilirler ki bu sürecin en can alıcı noktası fotoğraf detayıdır..nişanlandığım tarihten itibaren pek çok sitede de düğün fotoğrafları incelemeye başladım dile kolay 6 ay boyunca tek işim düğün ve fotoğrafçı hazırlığıydı :) seçenek o kadar fazlaydı ki ama önemlisi içini ısıtan sıcacık doğal seni sen gibi gösteren,,kendi masalının prensesi yapan kareleri bulmaktı..pek çok foto karesi incelesem de kendimi dönüp dolaşıp burasının sayfasında buluyordum..fotoğraf kalitesi ,,sanatsal bakış,,estetik,,samimiyet..herşey vardı fotoğraf karelerinde..nihayet aradığımı bulmuştum düğünüme bir ay benim ve çevremde benimle bu sürece ortak olan herkesin evet dediği bir isimdi..hiç zaman kaybetmeden alo dedim..sesindeki o sıcaklık samimiyet ve birbirimizi hiç görmediğimiz halde uzun uzun detay konuşmadığımız halde o kadar güveniyordum ki..fotoğraf işi o an çözüme kavuştu benim için..ve günlerden 22 ağustos( bu arada çok büyük şans eseri o günü boştu bu en yoğun ayda tabi ki bunda istanbul da ki diğer çiftini başka bir güne çekerek bize ufak bir torpil yapmasına da borçluyuz :) düğün sürecinde herşeyin detayıyla o kadar ilgilenmiştim ki dış çekim detaylarını akışına bırakmıştım. saçım makyajım tacım çiçeğim herşeyim hazırdı nihayet o muhteşem atmosferindeydik herşey o kadar harikaydı ki ve o kadar rahattı ki bizi hiç sıkmadan sadece gülümsetiyorduu..bizi gülümsüyorduk o masala bürüyordu..tam istediğimde buydu işte doğallık,,samimiyet,,ben poz vermeye o çekmeye doymuyordu :)) kendimi prenses gibi hissediyordum..birbirinden güzel 300-400 adet pozun ardından ve güneşin batmasıyla çekimi bitirdik :)...ayrıldıktan sonra içimiz kafamiz rahat sadece albmlerimizi beklemeye koyulmuştuk..ve işte şimdi evimin duvarlarını süsleyen muhteşem posterlerim elimde boy boy albümlerime bakarken bu satırları yazıyorum...hayatımızda yaşayacağımız en güzel anlardan birisi belkide en önemlisi evlenmek ,,gelinlik giymek...bunu en anlamlı,,ölümsüz kılan şey ise fotoğraf..fotoğraf deyincede burası ..hayatımızın diğer en güzel ve özel anlarında yine sizinle olmak umuduyla hande hanımm.elinize emeğinize yüreğinize sağlık",2017-09-23,73978,benim dugununun detayn ince ayrntsna kadar dusunen planlayan ugrasan didinen bayanlar bilirler surecin can alc noktas fotograf detaydr nisanlandgm tarihten itibaren pek cok sitede dugun fotograflar incelemeye basladm dile kolay ay boyunca tek isim dugun fotografc hazrlgyd secenek kadar fazlayd onemlisi icini stan scack dogal seni sen gosteren kendi masalnn prensesi yapan kareleri bulmakt pek cok foto karesi incelesem kendimi donup dolasp burasnn sayfasnda buluyordum fotograf kalitesi sanatsal baks estetik samimiyet hersey vard fotograf karelerinde nihayet aradgm bulmustum dugunume bir ay benim cevremde benimle surece ortak olan herkesin evet dedigi bir isimdi hic zaman kaybetmeden alo dedim sesindeki scaklk samimiyet birbirimizi hic gormedigimiz halde uzun uzun detay konusmadgmz halde kadar guveniyordum fotograf isi an cozume kavustu benim icin gunlerden agustos arada cok buyuk sans eseri gunu bostu yogun ayda tabi bunda istanbul diger ciftini baska bir gune cekerek bize ufak bir torpil yapmasna borcluyuz dugun surecinde herseyin detayyla kadar ilgilenmistim d cekim detaylarn aksna brakmstm sacm makyajm tacm cicegim herseyim hazrd nihayet muhtesem atmosferindeydik hersey kadar harikayd kadar rahatt bizi hic skmadan sadece gulumsetiyorduu bizi gulumsuyorduk masala buruyordu tam istedigimde buydu iste dogallk samimiyet ben poz vermeye cekmeye doymuyordu kendimi prenses hissediyordum birbirinden guzel adet pozun ardndan gunesin batmasyla cekimi bitirdik ayrldktan sonra icimiz kafamiz rahat sadece albmlerimizi beklemeye koyulmustuk iste simdi evimin duvarlarn susleyen muhtesem posterlerim elimde boy boy albumlerime bakarken satrlar yazyorum hayatmzda yasayacagmz guzel anlardan birisi belkide onemlisi evlenmek gelinlik giymek bunu anlaml olumsuz klan sey fotograf fotograf deyincede bura hayatmzn diger guzel ozel anlarnda yine sizinle olmak umuduyla hande hanmm elinize emeginize yureginize saglk
